"usd_cleaning_fee","f_property_type","f_room_type","f_room_type2","f_cancellation_policy","f_bed_type","f_neighbourhood_cleansed","usd_price_day","p_host_response_rate","n_accommodates","n_bathrooms","n_review_scores_rating","n_number_of_reviews","n_guests_included","n_reviews_per_month","n_extra_people","n_minimum_nights","n_beds","n_days_since","d_24hourcheckin","d_airconditioning","d_breakfast","d_buzzerwirelessintercom","d_cabletv","d_carbonmonoxidedetector","d_cats","d_dogs","d_doorman","d_doormanentry","d_dryer","d_elevatorinbuilding","d_essentials","d_familykidfriendly","d_fireextinguisher","d_firstaidkit","d_freeparkingonpremises","d_freeparkingonstreet","d_gym","d_hairdryer","d_hangers","d_heating","d_hottub","d_indoorfireplace","d_internet","d_iron","d_keypad","d_kitchen","d_laptopfriendlyworkspace","d_lockonbedroomdoor","d_lockbox","d_otherpets","d_paidparkingoffpremises","d_petsallowed","d_petsliveonthisproperty","d_pool","d_privateentrance","d_privatelivingroom","d_safetycard","d_selfcheckin","d_shampoo","d_smartlock","d_smokedetector","d_smokingallowed","d_suitableforevents","d_tv","d_washer","d_washerdryer","d_wheelchairaccessible","d_wirelessinternet","price","neighbourhood_cleansed","cancellation_policy","room_type","property_type","ln_price","n_accommodates2","ln_accommodates","ln_accommodates2","ln_beds","f_bathroom","ln_number_of_reviews","f_number_of_reviews","ln_days_since","ln_days_since2","ln_days_since3","n_days_since2","n_days_since3","ln_review_scores_rating","f_minimum_nights"
30,"Apartment","Entire home/apt","Entire/Apt","flexible","Real Bed","Hackney",98,100,3,1,97,6,2,0.18,20,3,1,1017,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,98,"Hackney","flexible","Entire home/apt","Apartment",4.58496747867057,9,1.09861228866811,1.20694896081258,0,1,1.94591014905531,1,6.92461239604856,47.9502568355094,332.03694287688,1034289,1051871913,4.57471097850338,3
NA,"Apartment","Entire home/apt","Entire/Apt","moderate","Couch","Hackney",35,67,4,1,99,33,2,1.01,10,2,2,975,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,35,"Hackney","moderate","Entire home/apt","Apartment",3.55534806148941,16,1.38629436111989,1.92181205567281,0.693147180559945,1,3.52636052461616,1,6.88243747099785,47.3679455421952,326.00692332379,950625,926859375,4.59511985013459,2
NA,"Apartment","Private room","Private","flexible","Real Bed","Hackney",30,NA,2,1,100,2,1,0.12,0,2,1,502,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,30,"Hackney","flexible","Private room","Apartment",3.40119738166216,4,0.693147180559945,0.480453013918201,0,1,1.09861228866811,1,6.21860011969173,38.67098744863,240.479407176648,252004,126506008,4.60517018598809,2
NA,"House","Private room","Private","moderate","Real Bed","Hackney",40,100,2,1,97,23,1,1.94,0,2,1,354,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,40,"Hackney","moderate","Private room","House",3.68887945411394,4,0.693147180559945,0.480453013918201,0,1,3.17805383034795,1,5.86929691313377,34.4486462545216,202.189333123301,125316,44361864,4.57471097850338,2
10,"House","Private room","Private","moderate","Real Bed","Hackney",85,100,2,2,100,2,1,0.1,0,2,1,580,0,0,1,0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,1,0,0,1,85,"Hackney","moderate","Private room","House",4.44265125649032,4,0.693147180559945,0.480453013918201,0,2,1.09861228866811,1,6.36302810354046,40.4881266464458,257.62708771104,336400,195112000,4.60517018598809,2
40,"House","Private room","Private","strict","Real Bed","Hackney",25,100,1,1,100,1,1,0.38,0,60,1,78,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,25,"Hackney","strict","Private room","House",3.2188758248682,1,0,0,0,1,0.693147180559945,1,4.35670882668959,18.980911800555,82.6943059800946,6084,474552,4.60517018598809,3
49,"Apartment","Entire home/apt","Entire/Apt","moderate","Real Bed","Hackney",107,100,4,1,100,8,1,0.7,0,2,2,340,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,107,"Hackney","moderate","Entire home/apt","Apartment",4.67282883446191,16,1.38629436111989,1.92181205567281,0.693147180559945,1,2.19722457733622,1,5.82894561761021,33.9766070130572,198.047794550024,115600,39304000,4.60517018598809,2
5,"Apartment","Private room","Private","flexible","Real Bed","Hackney",30,100,1,1,97,6,1,0.86,15,2,1,209,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,30,"Hackney","flexible","Private room","Apartment",3.40119738166216,1,0,0,0,1,1.94591014905531,1,5.34233425196481,28.5405352597164,152.473079087392,43681,9129329,4.57471097850338,2
30,"Apartment","Private room","Private","flexible","Real Bed","Hackney",36,100,2,1,85,23,1,2.78,0,1,1,247,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,36,"Hackney","flexible","Private room","Apartment",3.58351893845611,4,0.693147180559945,0.480453013918201,0,1,3.17805383034795,1,5.50938833662798,30.3533598437724,167.228446700752,61009,15069223,4.44265125649032,1
19,"House","Private room","Private","flexible","Real Bed","Hackney",45,100,2,1.5,100,4,1,0.46,10,1,1,258,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,45,"Hackney","flexible","Private room","House",3.80666248977032,4,0.693147180559945,0.480453013918201,0,1,1.6094379124341,1,5.55295958492162,30.8353601517729,171.227508709297,66564,17173512,4.60517018598809,1
10,"House","Private room","Private","flexible","Real Bed","Hackney",40,100,1,2,100,2,1,0.38,0,3,1,159,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,40,"Hackney","flexible","Private room","House",3.68887945411394,1,0,0,0,2,1.09861228866811,1,5.06890420222023,25.6937898112859,130.239359145391,25281,4019679,4.60517018598809,3
10,"Apartment","Private room","Private","moderate","Real Bed","Hackney",40,50,2,1,92,13,1,0.73,0,1,1,535,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,40,"Hackney","moderate","Private room","Apartment",3.68887945411394,4,0.693147180559945,0.480453013918201,0,1,2.63905732961526,1,6.28226674689601,39.4668754791553,247.941439426583,286225,153130375,4.52178857704904,1
75,"Apartment","Entire home/apt","Entire/Apt","strict","Real Bed","Hackney",250,100,5,1,97,83,2,2.84,30,3,3,875,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,250,"Hackney","strict","Entire home/apt","Apartment",5.52146091786225,25,1.6094379124341,2.59029039398023,1.09861228866811,1,4.43081679884331,2,6.77422388635761,45.8901092624981,310.869874313575,765625,669921875,4.57471097850338,3
NA,"Apartment","Private room","Private","moderate","Real Bed","Hackney",40,100,2,1,91,49,1,4.84,10,2,1,303,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,40,"Hackney","moderate","Private room","Apartment",3.68887945411394,4,0.693147180559945,0.480453013918201,0,1,3.91202300542815,1,5.71373280550937,32.646742572754,186.534764030964,91809,27818127,4.51085950651685,2
25,"Apartment","Entire home/apt","Entire/Apt","strict","Real Bed","Hackney",90,NA,3,1,93,9,2,0.26,25,3,1,1035,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,90,"Hackney","strict","Entire home/apt","Apartment",4.49980967033027,9,1.09861228866811,1.20694896081258,0,1,2.30258509299405,1,6.94215670569947,48.1935397264881,334.567104983633,1071225,1108717875,4.53259949315326,3
15,"House","Private room","Private","flexible","Real Bed","Hackney",25,NA,2,2,80,4,1,0.2,0,1,1,614,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,25,"Hackney","flexible","Private room","House",3.2188758248682,4,0.693147180559945,0.480453013918201,0,2,1.6094379124341,1,6.41999492814714,41.216334877435,264.608660869947,376996,231475544,4.38202663467388,1
30,"Apartment","Entire home/apt","Entire/Apt","flexible","Real Bed","Hackney",90,90,3,1,100,10,1,1.28,0,2,1,234,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,90,"Hackney","flexible","Entire home/apt","Apartment",4.49980967033027,9,1.09861228866811,1.20694896081258,0,1,2.39789527279837,1,5.4553211153577,29.7605284716676,162.353239375692,54756,12812904,4.60517018598809,2
NA,"House","Private room","Private","moderate","Real Bed","Hackney",48,100,3,1.5,80,3,1,0.24,0,1,2,379,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,48,"Hackney","moderate","Private room","House",3.87120101090789,9,1.09861228866811,1.20694896081258,0.693147180559945,1,1.38629436111989,1,5.93753620508243,35.2543361866646,209.323897494469,143641,54439939,4.38202663467388,1
20,"Apartment","Entire home/apt","Entire/Apt","moderate","Real Bed","Hackney",100,100,4,1,97,27,1,2.41,0,3,2,335,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,100,"Hackney","moderate","Entire home/apt","Apartment",4.60517018598809,16,1.38629436111989,1.92181205567281,0.693147180559945,1,3.3322045101752,1,5.81413053182507,33.8041138411004,196.541530384832,112225,37595375,4.57471097850338,3
NA,"Apartment","Private room","Private","moderate","Real Bed","Hackney",40,100,2,1,94,47,1,4.64,10,2,1,303,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,40,"Hackney","moderate","Private room","Apartment",3.68887945411394,4,0.693147180559945,0.480453013918201,0,1,3.87120101090789,1,5.71373280550937,32.646742572754,186.534764030964,91809,27818127,4.54329478227,2
NA,"Apartment","Private room","Private","flexible","Real Bed","Hackney",30,70,2,1,100,1,1,0.48,0,1,1,61,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,30,"Hackney","flexible","Private room","Apartment",3.40119738166216,4,0.693147180559945,0.480453013918201,0,1,0.693147180559945,1,4.11087386417331,16.8992839271432,69.4708246193372,3721,226981,4.60517018598809,1
25,"Apartment","Private room","Private","moderate","Real Bed","Hackney",49,100,2,2,98,18,1,1.75,8,1,1,307,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,49,"Hackney","moderate","Private room","Apartment",3.89182029811063,4,0.693147180559945,0.480453013918201,0,2,2.94443897916644,1,5.7268477475872,32.7967851240445,187.822195015736,94249,28934443,4.58496747867057,1
30,"House","Entire home/apt","Entire/Apt","strict","Real Bed","Hackney",114,NA,6,1.5,94,7,1,0.23,0,4,6,921,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,114,"Hackney","strict","Entire home/apt","House",4.7361984483945,36,1.79175946922805,3.2104019955684,1.79175946922805,1,2.07944154167984,1,6.82546003625531,46.5869047065183,317.977056287175,848241,781229961,4.54329478227,3
NA,"Apartment","Entire home/apt","Entire/Apt","strict","Real Bed","Hackney",102,100,3,1,100,1,2,1,15,2,1,12,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,102,"Hackney","strict","Entire home/apt","Apartment",4.62497281328427,9,1.09861228866811,1.20694896081258,0,1,0.693147180559945,1,2.484906649788,6.17476105816062,15.3437048142753,144,1728,4.60517018598809,2
20,"Apartment","Entire home/apt","Entire/Apt","strict","Real Bed","Hackney",75,100,4,1,94,14,1,0.73,0,5,2,572,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,75,"Hackney","strict","Entire home/apt","Apartment",4.31748811353631,16,1.38629436111989,1.92181205567281,0.693147180559945,1,2.70805020110221,1,6.3491389913798,40.3115659318593,255.943735061545,327184,187149248,4.54329478227,3
40,"Apartment","Entire home/apt","Entire/Apt","strict","Real Bed","Hackney",140,100,4,2,100,2,2,0.07,30,3,2,823,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,140,"Hackney","strict","Entire home/apt","Apartment",4.9416424226093,16,1.38629436111989,1.92181205567281,0.693147180559945,2,1.09861228866811,1,6.71295620067707,45.0637809522087,302.511187769083,677329,557441767,4.60517018598809,3
50,"Apartment","Entire home/apt","Entire/Apt","strict","Real Bed","Hackney",104,100,5,2,90,4,1,0.2,0,7,2,592,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,104,"Hackney","strict","Entire home/apt","Apartment",4.64439089914137,25,1.6094379124341,2.59029039398023,0.693147180559945,2,1.6094379124341,1,6.38350663488401,40.7491569576081,260.122513804821,350464,207474688,4.49980967033027,3
4,"Apartment","Private room","Private","flexible","Real Bed","Hackney",33,67,2,2,80,7,1,0.35,8,1,1,594,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,33,"Hackney","flexible","Private room","Apartment",3.49650756146648,4,0.693147180559945,0.480453013918201,0,2,2.07944154167984,1,6.38687931936265,40.7922274401022,260.535033827926,352836,209584584,4.38202663467388,1
NA,"Apartment","Entire home/apt","Entire/Apt","strict","Real Bed","Hackney",90,NA,4,1,80,3,1,0.14,0,1,2,651,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,1,90,"Hackney","strict","Entire home/apt","Apartment",4.49980967033027,16,1.38629436111989,1.92181205567281,0.693147180559945,1,1.38629436111989,1,6.47850964220857,41.9710871841894,271.910093016748,423801,275894451,4.38202663467388,1
NA,"Apartment","Private room","Private","strict","Real Bed","Hackney",45,100,2,1,97,290,1,5.58,10,2,1,1559,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,45,"Hackney","strict","Private room","Apartment",3.80666248977032,4,0.693147180559945,0.480453013918201,0,1,5.67332326717149,NA,7.35179986905778,54.0489613146779,397.357146715958,2430481,3789119879,4.57471097850338,2
20,"Apartment","Entire home/apt","Entire/Apt","strict","Real Bed","Hackney",139,NA,2,1,100,1,1,0.05,0,3,1,606,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,139,"Hackney","strict","Entire home/apt","Apartment",4.93447393313069,4,0.693147180559945,0.480453013918201,0,1,0.693147180559945,1,6.40687998606931,41.0481111558955,262.990321830656,367236,222545016,4.60517018598809,3
55,"Apartment","Entire home/apt","Entire/Apt","strict","Real Bed","Hackney",90,100,4,1,93,12,2,2.24,20,2,2,160,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,90,"Hackney","strict","Entire home/apt","Apartment",4.49980967033027,16,1.38629436111989,1.92181205567281,0.693147180559945,1,2.56494935746154,1,5.07517381523383,25.7573892548351,130.723227494924,25600,4096000,4.53259949315326,2
NA,"House","Private room","Private","flexible","Real Bed","Hackney",50,NA,1,1,100,3,1,0.5,18,1,1,178,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,50,"Hackney","flexible","Private room","House",3.91202300542815,1,0,0,0,1,1.38629436111989,1,5.18178355029209,26.8508807620776,139.135452243788,31684,5639752,4.60517018598809,1
15,"Apartment","Private room","Private","moderate","Real Bed","Hackney",50,100,2,2,100,7,2,0.44,15,3,1,474,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,50,"Hackney","moderate","Private room","Apartment",3.91202300542815,4,0.693147180559945,0.480453013918201,0,2,2.07944154167984,1,6.16120732169508,37.960475660909,233.88236057702,224676,106496424,4.60517018598809,3
20,"Apartment","Entire home/apt","Entire/Apt","strict","Real Bed","Hackney",100,100,2,1,97,15,1,0.85,0,1,1,527,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,100,"Hackney","strict","Entire home/apt","Apartment",4.60517018598809,4,0.693147180559945,0.480453013918201,0,1,2.77258872223978,1,6.26720054854136,39.2778027156372,246.161866724941,277729,146363183,4.57471097850338,1
NA,"House","Private room","Private","flexible","Real Bed","Hackney",39,NA,1,1,80,1,1,0.03,10,3,1,898,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,39,"Hackney","flexible","Private room","House",3.66356164612965,1,0,0,0,1,0.693147180559945,1,6.8001700683022,46.2423129578331,314.45559246492,806404,724150792,4.38202663467388,3
40,"Apartment","Entire home/apt","Entire/Apt","strict","Real Bed","Hackney",199,100,7,2,95,8,6,0.93,20,3,3,256,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,199,"Hackney","strict","Entire home/apt","Apartment",5.29330482472449,49,1.94591014905531,3.78656630819647,1.09861228866811,2,2.19722457733622,1,5.54517744447956,30.7489928907649,170.508621818332,65536,16777216,4.55387689160054,3
NA,"Apartment","Private room","Private","flexible","Real Bed","Hackney",49,100,1,1,95,5,1,1.7,0,2,1,87,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,49,"Hackney","flexible","Private room","Apartment",3.89182029811063,1,0,0,0,1,1.79175946922805,1,4.46590811865458,19.9443353242649,89.0695690458041,7569,658503,4.55387689160054,2
15,"Apartment","Private room","Private","flexible","Real Bed","Hackney",33,100,2,1.5,95,12,1,0.95,20,1,1,378,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,33,"Hackney","flexible","Private room","Apartment",3.49650756146648,4,0.693147180559945,0.480453013918201,0,1,2.56494935746154,1,5.93489419561959,35.2229691131991,209.044594942413,142884,54010152,4.55387689160054,1
30,"Apartment","Entire home/apt","Entire/Apt","strict","Real Bed","Hackney",85,100,2,1,100,11,1,2.44,0,2,1,134,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,85,"Hackney","strict","Entire home/apt","Apartment",4.44265125649032,4,0.693147180559945,0.480453013918201,0,1,2.484906649788,1,4.89783979995091,23.9888347059832,117.493469377408,17956,2406104,4.60517018598809,2
NA,"House","Private room","Private","flexible","Real Bed","Hackney",60,NA,2,2.5,85,4,1,0.5,15,7,1,239,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,60,"Hackney","flexible","Private room","House",4.0943445622221,4,0.693147180559945,0.480453013918201,0,2,1.6094379124341,1,5.47646355193151,29.9916530356343,164.248194711827,57121,13651919,4.44265125649032,3
NA,"Apartment","Private room","Private","flexible","Real Bed","Hackney",67,80,2,2,98,18,2,0.8,50,2,1,671,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,67,"Hackney","flexible","Private room","Apartment",4.20469261939097,4,0.693147180559945,0.480453013918201,0,2,2.94443897916644,1,6.50876913697168,42.3640756783951,275.737988291871,450241,302111711,4.58496747867057,2
30,"Apartment","Entire home/apt","Entire/Apt","moderate","Real Bed","Hackney",79,NA,2,1,90,10,2,0.22,25,3,1,1344,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,79,"Hackney","moderate","Entire home/apt","Apartment",4.36944785246702,4,0.693147180559945,0.480453013918201,0,1,2.39789527279837,1,7.20340552108309,51.8890511011704,373.777877185934,1806336,2427715584,4.49980967033027,3
5,"Apartment","Private room","Private","flexible","Real Bed","Hackney",40,100,2,1,100,1,1,0.14,0,1,1,216,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,40,"Hackney","flexible","Private room","Apartment",3.68887945411394,4,0.693147180559945,0.480453013918201,0,1,0.693147180559945,1,5.37527840768417,28.8936179601156,155.311240740885,46656,10077696,4.60517018598809,1
NA,"Apartment","Private room","Private","flexible","Real Bed","Hackney",40,100,1,1,100,1,1,0.49,0,1,1,60,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,40,"Hackney","flexible","Private room","Apartment",3.68887945411394,1,0,0,0,1,0.693147180559945,1,4.0943445622221,16.7636573941977,68.6361894948876,3600,216000,4.60517018598809,1
NA,"Apartment","Private room","Private","flexible","Couch","Hackney",14,NA,2,1,60,1,1,0.11,4,1,1,275,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,14,"Hackney","flexible","Private room","Apartment",2.63905732961526,4,0.693147180559945,0.480453013918201,0,1,0.693147180559945,1,5.61677109766657,31.5481175635825,177.198554916918,75625,20796875,4.0943445622221,1
30,"Apartment","Entire home/apt","Entire/Apt","moderate","Real Bed","Hackney",140,100,4,1,100,42,1,1.64,0,2,2,768,1,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,140,"Hackney","moderate","Entire home/apt","Apartment",4.9416424226093,16,1.38629436111989,1.92181205567281,0.693147180559945,1,3.76120011569356,1,6.64378973314767,44.1399420182784,293.256493602772,589824,452984832,4.60517018598809,2
20,"Apartment","Private room","Private","strict","Real Bed","Hackney",90,80,2,1,98,45,1,1.93,0,1,1,699,0,1,0,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,90,"Hackney","strict","Private room","Apartment",4.49980967033027,4,0.693147180559945,0.480453013918201,0,1,3.8286413964891,1,6.54965074223381,42.8979248452439,280.966425302942,488601,341532099,4.58496747867057,1
30,"Apartment","Private room","Private","moderate","Real Bed","Hackney",35,100,2,1,93,6,1,1.08,30,1,1,165,1,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,35,"Hackney","moderate","Private room","Apartment",3.55534806148941,4,0.693147180559945,0.480453013918201,0,1,1.94591014905531,1,5.10594547390058,26.0706791824458,133.115466373123,27225,4492125,4.53259949315326,1
40,"Apartment","Entire home/apt","Entire/Apt","strict","Real Bed","Hackney",120,NA,4,1,100,1,1,0.06,0,5,2,482,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,120,"Hackney","strict","Entire home/apt","Apartment",4.78749174278205,16,1.38629436111989,1.92181205567281,0.693147180559945,1,0.693147180559945,1,6.1779441140506,38.1669934763325,235.793552698116,232324,111980168,4.60517018598809,3
